gameState,timeLeft,robotNumber,"robotPose X","robotPose Y","robotPose R",distanceToGoal,ballIsNear,"ballPosition X","ballPosition Y",ballDistanceToBot,ballDistanceToGoal,"team1 X","team1 Y","team2 X","team2 Y","team3 X","team3 Y","team4 X","team4 Y","team5 X","team5 Y","opponent1 X","opponent1 Y","opponent2 X","opponent2 Y","opponent3 X","opponent3 Y","opponent4 X","opponent4 Y","opponent5 X","opponent5 Y"
3,0,2,-2055.61,626.301,-1.46475,0,0,-2079.36,5.02756,621.727,0,-4406.39,116.977,-2635.94,-1350.9,-914.405,1951.86,-910.053,-1945.04,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2054.7,626.022,-1.48967,0,1,-2081.57,140.128,486.637,0,-4404.11,111.69,-2647.74,-1348.41,-914.432,1951.9,-910.049,-1945.09,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2059.85,705.156,-1.47539,0,1,-2085.36,371.219,334.911,0,-4406.27,128.387,-2629.82,-1352.46,-914.434,1951.99,-910.072,-1945.13,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2066.98,801.674,-1.46885,0,1,-2087.13,640.006,162.919,0,-4406.27,128.376,-2629.82,-1352.46,-914.445,1951.96,-910.106,-1945.15,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2079.19,888.907,-1.40919,0,1,-2075.38,712.714,176.234,0,-4406.25,128.253,-2629.82,-1352.46,-914.447,1951.83,-910.035,-1945.12,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2090.76,944.584,-1.40255,0,1,-2075.38,712.714,232.379,0,-4409.5,144.952,-2629.82,-1352.46,-914.421,1951.76,-909.983,-1945.05,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2100.2,974.042,-1.35403,0,1,-2075.38,712.714,262.503,0,-4408.14,136.028,-2629.82,-1352.46,-914.358,1951.69,-909.959,-1944.96,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2097.86,978.992,-1.33888,0,1,-2075.38,712.714,267.224,0,-4404.78,121.534,-2629.82,-1352.46,-914.203,1951.6,-909.971,-1944.88,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,-2097.86,978.992,-1.33892,0,1,-2075.38,712.714,267.224,0,-4407.68,106.75,-2629.82,-1352.46,-914.255,1951.58,-909.984,-1944.82,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
3,0,2,4297.86,-1350.99,-1.33917,0,1,-2075.38,712.714,267.222,0,-4407.99,110.588,-2629.82,-1352.46,-914.23,1951.76,-910.066,-1944.85,0,0,1987.4,-400,1487.4,900,1087.4,-1300,887.401,7.75791e-05,4487.4,0.000392301
